Frame,Static 1,Static 2,Static 3,Static 4,Static 5,No Static 1,No Static 2,No Static 3,No Static 4,No Static 5
1524,10.4392,10.5544,5.5686,5.5648,9.3869,8.7027,17.0961,5.5611,5.5702,5.5603
1525,5.58,5.7835,9.3145,9.2136,5.5712,5.8721,5.5987,10.1238,10.0077,6.0192
1526,16.7791,10.7669,5.5567,5.5806,10.0315,6.178,16.9331,5.5658,5.8381,10.6971
1527,5.6014,6.1586,5.7865,5.5752,5.8023,9.6544,5.5934,6.1404,6.0094,5.5651
1528,16.6946,5.576,10.0253,9.6255,5.8478,5.5849,9.5087,9.2169,16.3851,9.9755
1529,5.588,11.0531,5.5653,5.5763,10.4767,16.7529,5.572,5.5701,5.5602,5.5633
1530,9.0185,5.6478,5.5637,9.846,5.7603,5.5828,10.6814,5.5774,11.1199,5.5817
1531,5.577,6.6624,9.7745,5.5736,5.9232,16.7371,5.5645,9.4852,5.5773,9.3793
1532,10.1967,10.0595,5.5634,5.5596,10.9838,5.576,6.0968,5.5613,9.2943,5.5765
1533,5.5723,6.3048,5.5601,9.1217,6.3919,8.7319,8.905399,6.6642,5.5667,5.5669
1534,5.5648,10.4034,16.3539,5.5777,10.088,5.8131,5.5809,9.0096,5.5883,10.5689
1535,9.0867,5.5673,5.5753,5.5664,5.7025,5.5685,5.9778,5.5824,22.6687,5.5715
1536,5.8259,5.5812,10.1989,9.8043,5.5757,10.5722,8.4291,10.3535,5.55,5.9429
1537,6.6634,9.228801,5.55,5.5711,10.409,5.569,5.5617,5.5664,9.1656,9.606899
1538,9.5022,5.5731,11.4936,5.5655,5.5868,10.2393,5.576,5.5834,9.2166,5.5913
1539,5.5765,5.55,5.5646,9.0309,5.55,5.5785,9.9981,9.4811,8.862599,5.55
1540,5.5613,10.8236,11.2058,5.5816,8.6628,5.5713,5.5852,5.5597,5.5662,8.882501
1541,9.4958,5.6308,5.5756,5.55,5.5796,10.0364,10.3356,5.5939,10.3336,5.5621
1542,5.9504,16.6728,5.55,16.2083,5.5675,5.5801,5.5822,9.385099,5.5944,5.5703
1543,5.5766,5.5786,9.0396,5.5866,9.4379,5.55,5.5662,5.5661,10.8688,8.6925
1544,10.6284,8.554399,5.5793,17.0166,5.5817,8.888901,9.633,5.5727,6.2905,5.5795
1545,6.2329,5.55,5.5784,5.5856,5.55,5.8748,5.5829,10.1308,6.032,5.5584
1546,9.9509,6.6861,9.565801,8.6696,10.0533,5.5734,5.55,5.5653,9.4176,9.2542
1547,5.7101,9.7942,5.5845,6.2467,5.6317,10.5623,9.3508,5.5704,5.5579,5.5698
1548,5.7969,5.55,5.55,8.8361,10.1419,6.4502,5.55,10.4407,5.5626,5.5772
1549,10.1581,5.5839,8.4854,5.5634,6.3813,11.0425,5.55,6.3729,10.8611,9.2113
1550,5.5733,10.1492,5.5727,5.5762,5.8469,5.6054,10.5143,9.5186,5.5701,5.5788
1551,5.5774,5.7642,5.5644,9.9352,9.9841,6.6799,5.5806,5.571,10.9351,5.55
1552,10.5955,17.0468,9.2479,5.5728,6.2688,8.900599,5.5563,5.7996,5.661,8.77
1553,5.587,5.5747,5.5593,5.5767,5.7783,5.5751,9.1314,9.3155,5.5848,5.9835
1554,10.8568,8.8083,5.5675,9.8209,10.2871,5.556,5.5563,6.1525,10.318,5.5816
1555,5.594,5.5571,9.9238,5.5627,6.6397,10.0875,5.5783,5.561,5.5779,9.8151
1556,5.55,5.575,5.5663,5.5876,9.2918,5.5598,10.6563,10.5069,5.55,5.5766
1557,10.0418,9.9479,6.0348,10.2671,6.5593,10.7195,5.583,5.5741,9.1677,10.597
1558,5.5765,5.5577,9.145201,5.5677,7.0385,5.5773,10.8322,5.5726,5.5798,5.5753
1559,5.5634,5.5702,5.5668,5.5608,9.1284,5.55,5.7937,9.5785,5.5725,6.1754
1560,9.387799,9.9533,5.6247,8.6333,5.55,8.8604,7.1122,5.5816,9.107201,8.9035
1561,5.5802,6.0374,9.6248,5.5875,6.4244,5.5702,9.2084,9.4564,5.5587,5.5796
1562,5.5565,10.3176,7.1911,5.7762,9.9446,5.5709,5.5706,5.8999,5.5735,5.55
1563,9.5613,5.5556,8.5789,8.684099,5.5862,9.1894,10.0506,5.5701,10.6468,9.4974
1564,18.1868,6.1256,5.55,17.3142,10.5361,5.5753,5.5648,16.8219,6.467,5.9713
1565,5.5784,9.3627,5.5695,5.5642,5.5714,5.5634,5.5844,5.5701,8.797,6.836
1566,9.3521,5.5788,10.9521,9.145201,5.565,10.1402,9.6624,8.7428,5.9396,10.3701
1567,10.6673,5.5791,5.5599,10.5309,9.275,5.55,5.5967,5.568,7.0365,5.576
1568,5.5831,9.4436,5.5801,6.2683,6.1685,5.5794,5.55,5.5693,9.2487,11.0049
1569,9.971999,5.5762,9.7969,9.3566,5.9951,10.0634,8.8987,9.6672,5.55,5.5746
1570,5.5869,6.0265,5.8762,5.9318,11.1842,6.1666,5.5658,5.7432,6.606,5.561
1571,5.5648,9.2957,5.5802,5.5759,5.7065,5.8701,5.5723,5.5752,9.1514,10.8628
1572,9.1894,5.5629,10.3975,9.968,10.4084,10.2881,9.5678,10.8931,5.5806,6.0118
1573,5.5779,5.5602,6.7251,5.5586,6.3173,5.9753,5.5698,5.5825,9.9591,9.4448
1574,5.5595,10.2844,10.0132,6.8246,7.1426,10.2357,5.6854,10.0238,5.6364,5.5668
1575,9.046801,6.6625,5.5637,9.2487,9.1157,5.5872,9.880401,5.5777,5.5589,5.5748
1576,5.5716,10.15,5.5794,6.8814,5.5801,5.55,5.5577,5.5564,10.0771,10.511
1577,5.5569,5.5822,9.5632,9.1517,5.5576,9.5092,5.576,10.8605,5.5771,5.5679
1578,10.8285,5.5578,5.5749,5.5578,10.4967,6.1457,9.7307,5.56,5.5609,5.5641
1579,5.5717,9.7146,5.8957,5.5812,5.8016,5.5751,5.5584,6.2429,9.1313,10.1737
1580,16.8989,5.785,10.2231,8.9716,10.4941,10.4301,5.57,9.622399,5.5636,5.82
1581,5.5719,5.5797,5.5675,5.918,6.3168,6.438,10.3771,5.5875,5.5938,6.3436
1582,8.6916,11.0125,10.2696,6.5509,7.3245,9.4529,5.6078,9.847501,10.1106,8.901099
1583,5.5758,5.5703,5.833,9.7466,9.2209,6.1727,11.1854,5.5631,5.5844,5.73
1584,5.55,16.632,6.5084,5.5658,5.7792,5.5836,5.55,5.7386,5.55,5.5728
1585,9.1205,5.5885,9.857901,5.562,9.793,11.3888,6.5231,9.6074,9.0607,10.7896
1586,5.5648,8.8884,5.8324,10.7905,5.5673,5.5701,8.8886,5.5589,5.5696,5.5775
1587,5.5666,5.5594,6.0862,5.5837,6.1225,10.2633,5.5718,5.55,5.5645,22.7737
1588,9.974899,5.5725,10.8653,9.9821,9.4508,5.55,5.5761,8.8457,8.7678,5.55
1589,5.5668,11.0066,6.3114,5.888,5.55,5.5743,9.2431,5.5681,5.5864,8.7142
1590,5.5704,5.5639,10.3049,5.5765,5.5645,10.4316,5.5739,5.5624,5.7222,8.259999
1591,8.8255,5.5707,5.5673,10.5981,9.4732,5.5733,5.5611,10.0119,9.2878,11.3925
1592,5.5561,9.2797,17.8898,5.5826,5.5745,5.9901,9.0423,5.5692,5.5719,6.6075
1593,5.5805,5.5802,5.55,5.5598,5.5595,9.6116,16.5108,5.5603,5.55,9.194901
1594,9.4237,9.988,9.605,9.1855,10.0809,5.562,5.55,9.0477,9.6917,6.1126
1595,5.5764,5.5722,5.5597,5.6923,5.5673,5.7495,10.0894,5.5707,5.5833,5.5815
1596,9.5976,5.5683,6.9453,5.5655,5.8897,9.434401,10.2232,5.5719,11.0129,9.9829
1597,5.5798,9.847,8.8965,16.9792,10.2392,5.5881,5.5764,9.084001,5.5597,5.5808
1598,5.5641,5.574,6.4548,5.5845,6.2967,5.5612,9.8858,5.5757,6.0615,10.4631
1599,9.0878,5.5648,6.3284,9.127199,10.633,10.1433,5.5738,5.5667,10.1317,5.5652
1600,5.7231,10.4865,10.0659,6.0853,5.6362,5.5722,5.7471,9.757,5.5671,5.55
1601,5.5625,5.5635,5.5664,9.6636,5.5657,10.4412,9.029,5.559,5.5698,9.164599
1602,10.5902,5.5748,10.2357,5.5853,10.0208,5.5625,5.5591,5.5696,9.6881,5.8384
1603,5.5783,10.7066,5.5564,5.55,5.5639,5.5705,6.1332,16.2236,5.5677,6.5079
1604,5.5573,5.5774,6.3659,9.1515,5.5737,16.9396,8.614599,5.5768,5.58,9.7115
1605,8.558001,11.3943,9.1156,5.5648,9.980101,5.5689,5.5613,9.1717,9.4057,6.3204
1606,5.55,5.6309,6.0023,6.2346,5.5794,8.7413,5.8208,5.5727,5.5671,5.5762
1607,6.3708,5.6657,5.9023,8.6583,10.6317,5.5556,8.262899,10.1888,5.8539,10.0969
1608,9.2015,10.3894,10.323,5.5773,5.9371,5.5966,6.1887,5.5661,10.1364,5.5869
1609,5.6739,5.5666,6.0597,5.55,6.3745,9.6743,6.4845,5.8049,6.3015,9.5063
1610,5.5728,5.5769,6.2121,8.9318,9.101601,5.5768,9.4923,22.3609,9.6144,5.5646
1611,9.8688,10.3447,10.4774,5.5755,5.5777,5.6893,5.5669,5.55,5.5614,5.6747
1612,5.7736,5.5703,5.5704,5.5618,5.7172,9.6311,6.0876,9.4564,5.5668,9.2172
1613,5.5722,16.7681,10.2253,9.0108,9.0151,6.4494,9.8052,8.1971,10.2022,5.5723
1614,10.2348,5.5836,5.5761,5.5845,5.5676,8.9243,5.5837,9.348499,5.5727,5.7295
1615,5.5898,10.3936,5.55,5.5629,5.5831,5.5678,9.593101,5.55,5.55,10.2501
1616,9.998301,5.9613,9.1225,9.8393,9.761399,5.5944,5.5681,10.5088,9.6806,5.55
1617,5.5865,5.5617,5.5754,5.8846,5.5785,10.3772,6.7161,5.55,6.0465,5.5857
1618,5.55,10.6463,6.107,5.7278,5.5618,5.5636,9.3528,5.5577,6.4369,10.9508
1619,8.9384,5.6086,10.0665,10.1579,10.0372,5.5755,5.5776,9.5756,9.0928,6.2978
1620,5.8464,9.6648,5.5844,5.578,5.5678,16.9323,6.2952,6.235,6.238,9.998301
1621,6.3538,5.5937,10.5378,9.5233,10.9715,5.5844,8.705,6.0331,8.6199,5.5688
1622,8.949,5.55,5.5744,5.5745,5.7615,9.0486,5.5778,10.2264,5.5645,5.55
1623,5.5646,9.2882,5.564,5.5646,6.3817,5.5788,5.5746,5.896,5.9824,8.9958
1624,5.55,5.55,9.9021,9.8702,10.4625,10.4946,9.6675,10.9574,9.8344,5.5762
1625,9.3791,6.1141,5.5667,5.5745,5.5684,5.5587,5.55,6.07,5.5665,5.5618
1626,5.5715,8.8096,5.5728,5.5742,5.5744,6.264,6.9571,5.5725,5.5702,10.2033
1627,5.6945,5.5628,9.8716,10.0554,9.4075,9.6817,9.251,10.5225,9.826,5.5699
1628,9.0577,5.5765,5.5702,5.5597,5.5734,5.5782,5.5826,5.584,5.5711,5.8141
1629,5.5724,10.8183,5.5845,5.575,5.5783,5.5692,10.0155,9.8318,5.5777,9.4885
1630,5.5618,5.5558,9.278399,9.6621,9.5732,9.5514,5.5587,5.8651,9.1203,5.8798
1631,9.8182,5.5739,5.5782,5.5664,5.5911,5.583,5.5815,5.5677,5.5825,5.6526
1632,5.6723,10.3861,5.8294,5.576,10.9786,5.55,9.983999,10.2777,5.8389,10.3883
1633,6.404,5.5659,10.563,9.2235,6.22,8.5691,6.2206,5.5928,8.974401,5.5733
1634,9.742001,29.0414,5.5652,5.5842,5.6911,5.5726,5.73,5.8553,6.1593,10.3042
1635,5.5624,9.690701,10.6115,5.5672,10.2587,5.5626,10.7195,9.1343,5.7464,5.5741
1636,10.2764,5.625,28.4638,9.2924,5.57,9.4676,6.4394,6.3828,10.0536,5.567
1637,5.5736,15.1181,13.89,6.1993,5.5677,5.5894,10.5153,5.7922,5.5754,8.9347
1638,5.5759,5.5942,7.0224,9.311899,9.7959,5.5558,5.5679,10.3296,9.963099,5.5725
1639,9.3139,8.9579,16.373,5.5741,6.2816,9.7088,5.7607,5.589,5.5776,5.55
1640,5.8062,6.0481,9.6063,5.5856,9.2622,5.5803,9.096601,10.2991,5.5959,16.738
1641,6.8924,16.4099,10.6046,9.1888,5.5627,5.5679,5.5684,5.5747,9.497701,5.5883
1642,9.6244,5.5875,9.1981,6.066,6.2786,9.1507,6.3376,5.55,5.5566,8.753799
1643,6.7302,8.6777,8.6592,6.3221,9.3598,5.5754,9.7507,9.342099,5.5723,5.5743
1644,9.0179,5.56,8.1775,9.9224,5.5682,10.2295,5.566,5.5634,9.270801,5.5641
1645,5.5747,5.9373,7.681,5.5693,5.5598,5.5671,5.6401,5.7267,6.0095,10.3787
1646,6.0425,9.5673,7.1559,5.5764,9.746,5.5635,10.3927,10.654,6.9395,5.572
1647,9.125299,5.5909,6.6883,10.4307,5.55,8.543799,5.5671,5.5834,8.7773,10.1942
1648,5.5764,5.55,7.6075,5.5732,5.578,5.6745,17.0205,5.55,6.3962,5.55
1649,5.5592,9.7795,6.0313,10.2858,11.0159,5.5731,5.5714,8.5948,5.7784,5.5656
1650,9.0137,5.5609,5.5783,6.3052,5.579,10.5418,9.5823,5.9727,16.4738,9.4653
1651,5.5745,5.7256,9.739699,5.9797,5.5671,5.5739,5.572,5.5842,5.5745,5.9322
1652,5.5719,10.0448,5.7455,10.3018,9.4599,5.55,6.3009,10.3619,8.3357,6.7782
1653,9.2002,5.5638,6.628,6.0397,5.8587,9.2416,11.2248,6.8311,6.7069,9.054601
1654,5.5796,10.9744,9.7146,6.3871,10.2836,5.5664,5.564,8.7176,9.2374,5.5759
1655,5.5576,5.55,6.0619,10.1098,5.5651,5.5716,11.1739,6.7073,5.55,5.5632
1656,9.2721,5.5819,10.7984,5.55,5.566,9.9553,5.5587,5.5693,5.5783,9.1883
1657,5.5615,10.629,5.6023,10.0501,9.7034,5.565,5.5758,9.9494,10.3629,5.5777
1658,5.5709,5.5622,6.1921,5.5787,5.5733,5.8505,10.6628,6.5021,6.0292,5.55
1659,9.5619,5.5708,9.7604,5.55,5.5708,9.3419,5.5858,6.3503,6.1136,9.068501
1660,5.5619,10.0967,5.5586,9.988,9.670199,5.5734,10.9866,9.939099,10.5744,5.5691
1661,5.5658,5.5588,5.8806,5.5576,28.2624,5.5732,6.2972,5.5883,6.6493,5.82
1662,16.2465,5.5851,9.4199,5.5725,14.0059,9.1341,5.6067,10.4877,8.9047,10.5818
1663,5.5777,8.814799,5.568,10.1042,7.8893,5.5703,10.7955,5.5695,5.5692,5.5871
1664,8.565801,5.5657,10.5875,5.9498,17.2945,5.5767,6.2018,5.55,5.55,10.1222
1665,5.586,5.5559,6.1703,5.8338,8.9372,9.3094,6.9432,28.2905,9.3783,5.5721
1666,5.5794,8.7598,5.5645,9.9524,8.443,5.5936,8.9828,9.7338,6.1639,6.0481
1667,10.0744,5.565,10.3484,5.5691,8.2965,9.5836,6.5963,6.9078,18.586,8.6604
1668,5.5832,5.5718,5.5593,10.7831,7.7977,5.5803,10.0658,15.1036,5.5608,5.5663
1669,10.5602,8.7127,5.55,5.5603,7.4187,5.5662,5.6602,5.5915,8.9526,5.55
1670,6.4394,5.55,17.0379,5.5783,6.9317,9.6662,5.6097,15.0707,5.5731,9.6506
1671,5.5756,5.5642,5.5852,9.720301,7.8908,5.5706,10.4196,5.5834,5.5669,5.569
1672,9.5133,8.966901,9.115199,5.58,22.0537,5.6191,5.5813,8.7878,10.3068,5.55
1673,5.5793,6.2067,6.5005,5.5666,5.5646,9.157701,9.5079,6.2908,5.7478,9.5891
1674,5.5588,6.0915,9.873099,9.111,8.3104,5.5756,5.5581,9.2536,5.5766,5.5669
1675,9.2352,10.1247,6.0574,5.5668,6.0535,5.5618,5.5721,6.1587,10.8061,5.5575
1676,5.5879,5.574,5.5689,6.3778,5.5814,9.354,10.0516,9.6216,6.1988,9.252
1677,5.5734,11.1124,10.557,8.8941,9.7686,5.5795,5.58,6.1601,9.192699,5.5614
1678,10.5996,6.0009,5.5616,5.5596,5.6878,5.55,5.5909,5.571,5.5848,5.9747
1679,6.3213,5.5672,9.8821,5.7436,5.55,8.743,9.6852,10.309,5.55,28.4212
1680,9.2303,9.9128,5.5624,9.319,10.6987,5.5736,5.5633,5.8658,9.9599,14.1867
1681,5.5712,5.6756,5.5677,5.5852,5.5714,5.563,5.5707,5.576,5.5798,5.55
1682,5.5669,6.5852,10.9331,5.5617,10.0984,8.855,10.3767,9.986899,5.558,9.2492
1683,9.0976,9.4505,6.3345,9.1593,5.5646,5.5822,5.55,5.55,9.145599,5.55
1684,5.5787,5.5698,7.1911,5.5635,5.5732,5.55,5.5746,5.5773,5.5674,15.12
1685,5.5569,10.3469,10.3462,5.5634,9.2992,9.495,16.3949,10.7614,5.55,5.5561
1686,9.7015,5.9927,5.55,8.9202,5.55,5.5682,5.5917,5.565,9.4571,8.3542
1687,5.5742,5.6366,10.7337,6.77,5.5602,5.5764,8.545899,10.1777,5.5728,6.3655
1688,5.5622,10.7814,5.5591,9.1984,16.9354,10.4926,6.971,5.5577,5.5611,9.027101
1689,8.556,5.55,5.8804,5.5668,5.6135,5.5743,9.0324,5.5603,9.3879,5.5595
1690,5.5742,5.5671,9.737101,5.568,7.8207,5.5656,5.5732,9.4378,6.0337,5.5638
1691,5.9833,9.6281,5.55,10.2027,5.5674,8.8328,6.6327,5.5606,5.8538,9.283299
1692,9.176,5.5709,5.5613,5.5649,5.7486,5.5651,9.9972,5.5703,10.314,5.5644
1693,27.5038,9.7088,9.3046,5.5687,9.7269,5.55,5.5743,9.0233,5.5995,5.55
1694,13.7448,5.5632,5.5567,10.3566,5.5629,9.4634,5.5828,5.55,9.7123,8.4889
1695,9.5076,5.5567,5.5581,5.5707,5.5654,27.1328,9.6721,6.0466,28.0697,5.9675
1696,18.8471,9.0941,10.6501,5.5597,9.9259,13.5438,5.5728,9.767799,13.1957,5.5696
1697,9.4975,5.56,6.2426,9.6862,6.2778,8.8188,5.5573,5.5659,15.0929,10.1274
1698,9.3554,5.55,10.784,5.5734,9.8559,17.8773,9.5732,5.55,11.2282,6.5292
1699,9.0632,8.7873,5.5678,5.9597,5.5655,7.8024,5.5738,9.3684,11.3364,9.2038
1700,8.2061,5.5576,5.55,8.5556,5.567,7.2342,10.905,5.5572,10.9952,6.23
1701,7.9609,5.8567,10.2168,16.3869,9.1976,7.4497,5.5594,5.55,10.5397,5.5755
1702,7.4196,10.4495,5.5729,5.578,5.5612,7.2363,5.8838,10.3103,9.9771,9.562799
1703,6.8893,6.1254,5.55,9.027699,5.5919,6.6397,8.8008,6.4612,9.5967,5.9939
1704,6.464,5.5702,9.485701,10.5656,9.022099,6.1482,5.5627,10.1214,8.9536,6.2687
1705,7.2652,9.6354,6.807,5.5745,5.5583,7.8011,5.5684,5.5645,8.576,9.36
1706,5.5652,5.55,9.5197,29.9778,5.5756,6.2255,9.0354,5.55,7.974,5.5704
1707,5.5594,5.567,6.3528,14.1008,10.0839,7.086,5.55,10.1342,7.5535,5.55
1708,8.1267,9.9517,5.7412,5.5635,5.5671,9.2348,5.8068,5.55,6.9973,10.2066
1709,5.5686,5.5652,10.3794,9.169001,5.6197,6.7965,9.2273,5.7,6.5227,6.4297
1710,5.5766,10.1062,5.5622,5.55,10.3951,9.1215,5.5701,10.1278,6.0292,9.8779
1711,9.6736,5.5662,5.5824,15.1128,5.8048,5.5603,5.5828,5.5754,8.39,5.55
1712,5.5628,5.5626,8.9962,5.5745,6.3217,5.5667,10.473,16.5614,5.9492,5.5709
1713,5.55,9.5652,5.55,8.027499,10.154,9.371699,6.2197,5.59,5.8155,9.779799
1714,9.4798,5.55,5.5694,5.5622,6.2569,5.5622,6.734,8.1898,10.574,5.55
1715,5.5673,5.5821,10.1291,5.55,9.8609,5.5936,9.6548,6.0335,5.6473,7.0797
1716,9.7047,10.204,5.5745,9.4299,5.55,9.3513,6.8606,6.4648,5.8374,22.813
1717,5.6496,6.199,9.9837,5.7679,5.5778,5.55,10.7855,9.483,10.2926,5.565
1718,6.0018,5.5797,5.5623,9.4319,9.8457,5.5708,5.5665,6.0166,5.5608,8.6196
1719,9.0373,10.7563,5.5648,5.8431,5.5622,10.0416,6.0737,5.9218,9.6996,7.0536
1720,5.5637,6.1811,21.9505,5.5822,5.5689,5.5699,10.0848,10.4043,5.5562,11.0059
1721,5.5612,10.4061,5.5616,10.6766,9.3844,5.5672,7.3087,5.5653,5.7056,5.578
1722,9.2594,6.2358,8.9225,5.6828,5.5581,8.497499,9.0598,10.5201,10.1869,11.125
1723,5.932,5.5693,6.4226,5.5693,6.2707,5.8488,5.5627,5.55,6.0492,5.5662
1724,5.5567,10.5595,10.9566,10.6343,9.5993,6.1844,5.5746,5.5725,6.0039,10.8928
1725,10.6739,5.567,6.2918,5.6144,5.5765,9.2661,9.5967,9.5864,9.9046,5.55
1726,5.565,5.715,9.3511,5.5755,10.6023,5.5718,5.55,5.5679,6.4465,5.797
1727,5.5557,9.6958,5.5633,10.1121,5.8696,5.8192,17.1941,5.565,9.9624,10.5289
1728,9.2329,5.5711,5.581,5.5676,5.707,9.352901,5.56,9.7973,5.5567,5.5656
1729,6.2484,10.3833,9.8245,10.1152,9.7733,5.5673,9.5921,5.55,5.5702,10.2096
1730,5.5657,5.55,5.5686,5.5655,5.5602,5.5626,6.7618,5.5952,9.8899,5.7986
1731,10.4689,5.55,5.5983,5.909,5.5657,10.1326,7.6117,11.0377,5.55,5.5781
1732,5.574,9.9012,9.2155,9.9732,9.192201,6.6298,9.3656,6.2152,5.5705,10.1341
1733,10.3638,6.162,5.5599,5.5663,5.5634,9.681001,6.2509,10.6895,9.467899,5.55
1734,5.5566,5.5608,5.5694,5.5611,5.5859,5.5592,5.5827,5.7257,5.5661,5.55
1735,6.0042,10.0703,9.6422,10.6095,9.6285,5.55,10.3478,5.5872,5.5743,9.7494
1736,9.914101,5.5607,5.5567,5.9562,5.9541,10.0842,5.5827,10.0243,8.9833,5.5647
1737,5.5559,5.5639,5.5671,5.5754,6.1598,5.557,10.6126,5.5595,5.5612,5.5745
1738,5.5683,9.5515,10.1095,9.5807,10.358,6.0476,6.1346,5.5799,5.5576,8.747399
1739,9.243,5.9315,5.5584,5.5715,5.6597,21.5389,5.5882,10.7729,9.0005,5.8113
1740,5.5603,5.5887,9.8806,9.842401,10.2467,5.5629,10.4018,17.5139,5.55,5.5688
1741,5.5648,10.0909,5.5569,6.0419,6.2872,9.4926,6.4451,5.55,5.5841,10.3695
1742,8.975,6.338,5.5615,5.5686,5.8911,7.3295,9.3832,5.5756,9.468699,5.5723
1743,5.55,9.4777,10.3487,10.2127,10.0585,11.5332,5.5647,7.9199,5.8498,9.7483
1744,5.5689,5.5615,5.5581,6.3503,5.5686,6.0249,5.714,5.5607,5.5675,6.3682
1745,10.1047,5.5671,5.9725,6.4213,10.5201,10.2488,9.038,5.5674,10.0092,5.5756
1746,5.5728,9.6216,9.3521,9.0519,5.5591,6.1965,6.5514,9.1389,5.5798,9.7042
1747,9.253799,5.5734,5.5562,5.584,6.2734,9.1012,6.4913,5.5567,9.783299,5.5613
1748,5.55,5.55,5.5698,10.0085,9.7624,5.55,10.1059,5.5769,5.5587,5.5604
1749,5.5746,9.7313,9.8319,5.55,5.5689,5.5667,5.6326,9.3847,5.5779,8.209801
1750,8.5231,5.5641,5.5635,5.5768,5.561,9.0793,6.9125,5.5638,9.2211,6.3567
1751,5.5704,5.6566,6.0985,10.5266,10.3177,5.5674,8.2932,5.6431,5.5607,5.5615
1752,6.1693,9.3331,9.555,5.5758,5.8288,5.5872,5.5848,10.0734,5.5591,10.5697
1753,10.3738,5.5648,5.568,5.563,5.5685,9.0762,10.5089,5.5647,9.2849,5.5623
1754,5.5592,5.5581,10.2585,9.1399,10.1713,5.5617,5.5691,5.5728,5.5573,5.5586
1755,5.5834,8.964001,5.55,5.5661,6.712,5.55,6.145,8.8499,5.5707,9.4591
1756,8.7368,5.5644,5.8234,5.55,9.416401,9.6215,8.0041,5.5591,9.4771,5.5599
1757,5.8841,5.5685,16.9164,9.1616,5.5672,5.5597,5.582,5.5628,5.5706,5.5664
1758,5.5768,10.14,5.5782,5.8955,5.7232,5.55,6.0845,9.4888,5.5576,8.7314
1759,9.886001,6.0052,16.8889,6.7583,10.4851,10.1047,9.1029,5.57,8.888901,5.572
1760,5.5643,11.1483,5.5814,10.2401,5.8335,5.55,5.5701,5.5568,5.5576,5.5646
1761,5.5674,5.5611,8.4198,5.6491,5.6304,5.5773,5.5806,9.470401,5.6052,9.5545
1762,9.253401,5.55,5.7878,10.2747,10.1058,9.3627,9.897099,5.9435,8.4624,5.56
1763,5.5685,16.7566,11.3609,6.106,5.5755,5.574,5.5753,10.6433,5.5653,5.6262
1764,5.5645,5.5844,5.55,5.5728,10.1606,9.3654,5.5592,5.5638,5.566,9.2047
1765,9.101,11.1242,6.2623,10.0762,5.5662,5.5608,8.8871,5.9345,10.2622,5.5667
1766,5.55,7.398,9.618501,5.5613,5.5697,5.5788,6.276,9.882501,5.557,10.1551
1767,6.066,9.0677,5.556,5.5726,9.0846,8.9393,5.5742,5.55,5.5653,5.5562
1768,8.8756,5.55,5.5686,7.8047,5.5631,5.5597,10.46,5.5797,9.408401,5.5627
1769,5.5682,5.5885,9.7346,5.5641,5.5653,5.5794,5.5771,9.6645,5.5615,8.6789
1770,5.5657,9.988299,5.5786,5.5611,9.2036,8.4655,9.6798,5.5622,5.5828,5.5668
1771,8.9004,5.5626,10.308,8.2615,5.5614,5.5651,5.5884,5.5574,10.0155,5.5558
1772,5.7825,9.9438,5.5653,5.5562,5.8682,5.5563,5.55,9.6703,6.3679,9.600101
1773,5.563,18.6273,5.6834,5.5684,9.760201,9.0434,8.6908,5.5742,5.5686,5.5649
1774,10.1845,5.55,9.310301,8.7821,5.5606,5.559,5.5639,5.55,9.6063,5.6288
1775,5.5678,9.336,5.5621,5.5594,5.5679,5.5627,6.1703,9.9665,5.9876,9.6889
1776,9.963699,7.9464,6.2372,5.604,8.905701,9.4606,8.493299,5.5843,10.0313,5.5572
1777,5.55,10.7321,9.542601,8.8269,6.1148,5.5598,5.7307,9.6629,6.0367,5.5624
1778,5.5726,6.445,5.5653,6.3927,6.3343,5.6424,6.8803,5.5669,6.2909,9.2474
1779,8.568,9.896299,5.5695,5.5797,9.8304,9.2849,9.2705,5.562,9.458,5.9625
1780,5.56,5.55,9.8395,10.0398,5.5732,5.5593,5.5669,8.9811,5.5575,5.8475
1781,5.5654,10.0137,5.5652,5.5648,9.2179,5.55,6.6467,6.1237,5.5665,10.2976
1782,9.2808,5.9464,5.5588,5.5656,5.556,9.4203,9.631801,5.5625,8.4681,5.5668
1783,5.5589,5.5711,10.4252,9.0524,5.55,5.5609,5.5602,9.8222,5.5644,5.55
1784,5.5598,10.2724,5.5633,5.5609,16.8219,5.5589,6.8015,5.5651,5.5918,9.4612
1785,8.5664,5.5724,10.3971,5.5952,5.5732,9.0341,9.612,5.5661,9.001901,5.565
1786,5.5616,9.891,5.7544,8.7399,16.8218,5.5559,5.574,9.3369,5.5643,10.6196
1787,5.575,5.556,5.5752,5.5581,5.5845,5.55,16.8977,5.56,5.5596,5.9724
1788,8.8477,5.5604,11.0437,5.5674,8.4033,9.3687,5.5822,5.8028,16.069,5.5665
1789,6.1567,10.1903,5.55,8.6623,5.5665,5.5693,8.4173,10.5503,5.5916,9.7941
1790,5.5731,5.55,6.3684,5.5667,5.7985,5.575,5.5759,5.55,7.9554,5.6779
1791,9.634399,5.5712,9.7283,5.5661,10.0219,9.137,5.6048,16.8973,5.874,5.5814
1792,5.5599,9.7394,5.5645,8.406899,6.881,6.084,9.066401,5.5702,6.4701,10.2168
1793,5.5616,5.9414,11.0033,5.5627,9.147301,6.5468,5.5692,10.463,11.1282,5.568
